cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,uptime,power_consumption
61.6,46.86,86.58,88.63,177,1652,7697,21.88,52.44,243.13,333.31
17.78,17.35,21.75,16.39,63,636,2954,13.35,38.61,11836.87,255.89
94.21,66.71,125.68,11.82,221,1595,8510,25.91,67.79,342.47,357.58
80.18,57.62,94.48,10.38,216,1265,7604,21.85,63.21,724.12,288.83
56.73,52.25,130.92,50.37,172,728,4080,19.01,51.17,3.27,266.14
33.81,51.8,67.45,8.2,161,1913,7364,21.64,86.46,28.76,248.68
88.94,69.12,99.82,5.33,212,2500,10882,29.93,54.59,62.65,341.3
38.95,40.87,72.26,42.83,147,1360,6240,17.73,81.39,2.38,249.96
51.05,36.48,62.86,15.54,112,1138,5869,16.23,47.62,2.13,296.23
56.97,35.68,70.97,13.28,216,1886,7535,25.35,48.86,1178.67,236.59
43.25,52.06,67.93,11.92,136,1582,6682,18.82,47.34,2677.5,310.52
88.7,58.14,102.51,14.52,233,1862,9521,25.58,63.27,529.88,352.29
88.92,95.0,114.69,17.27,239,1772,9584,35.0,62.86,1.07,381.06
85.05,95.0,123.12,16.63,220,2186,10446,29.65,57.33,170.63,313.22
7.14,25.17,20.34,10.38,23,223,1000,13.34,33.09,522.33,199.93
45.59,45.69,76.58,11.81,170,911,3806,20.46,43.21,38.34,284.54
44.99,43.39,98.58,34.96,144,1738,6714,18.4,49.04,5986.13,252.75
48.58,54.63,88.29,14.09,117,906,5013,17.69,40.77,1.84,240.33
17.67,36.34,32.56,14.97,71,542,2525,13.24,37.41,19.21,204.39
12.22,24.15,21.05,21.71,50,380,2331,12.36,34.87,93.61,176.09
5.58,51.61,46.62,80.98,88,811,2632,10.84,35.92,390.39,234.66
57.63,58.02,70.99,14.63,100,422,3942,20.83,50.73,4.17,288.19
99.09,49.4,111.63,19.7,265,1835,9472,26.73,76.09,4565.11,353.79
5.0,40.58,43.32,7.68,40,381,1000,10.42,30.3,7.0,165.25
11.64,35.89,78.01,73.95,41,296,1238,13.48,32.52,1586.5,262.07
91.8,52.73,155.3,10.67,279,1480,8018,30.84,62.55,948.01,332.27
46.74,39.89,123.04,12.11,157,1211,4960,16.2,48.08,2216.11,277.45
91.15,60.68,97.85,15.54,232,2240,10006,29.46,61.7,38.83,351.92
60.55,55.34,127.11,13.66,172,1643,7427,18.82,53.48,8191.59,269.27
17.28,36.01,36.14,9.75,99,1233,5193,15.69,35.29,7.42,239.34
14.19,34.24,29.34,11.91,52,274,1270,11.43,33.24,5064.29,192.79
49.96,39.65,60.45,25.11,150,1300,6206,18.05,48.47,653.34,263.29
5.39,24.0,46.83,25.79,52,385,1000,7.83,30.0,3704.69,233.79
64.48,57.95,76.45,8.89,124,326,3586,28.06,51.24,49.39,262.48
45.1,39.45,88.43,13.47,122,417,3295,16.38,46.76,977.9,255.8
49.53,64.57,81.86,15.88,174,794,4000,27.4,49.54,4109.43,282.96
9.66,23.43,21.42,9.44,64,466,2354,11.17,31.65,20.49,199.37
92.73,80.12,114.05,26.24,210,2048,9974,25.35,64.83,5.16,388.12
7.49,14.82,20.0,38.54,32,206,1624,7.63,35.03,33.84,165.27
76.17,57.3,91.06,17.39,207,1899,9150,26.3,60.82,854.15,331.06
79.18,53.95,103.38,10.94,180,1314,6526,23.45,56.95,1.25,327.88
44.33,53.15,67.69,34.34,109,843,4833,20.42,45.25,56.18,235.98
93.92,74.02,119.11,19.26,228,1601,9141,25.38,67.66,2.19,332.08
5.0,5.0,20.0,44.51,27,292,1000,6.46,30.83,294.38,182.61
74.71,25.35,86.8,12.97,127,270,4370,22.0,57.95,626.15,332.18
14.73,41.53,35.71,20.01,47,100,1000,11.95,36.76,2.89,169.28
93.58,76.96,126.22,12.17,265,1432,7811,26.45,67.13,41.93,345.69
58.99,39.8,64.05,20.65,145,495,3285,21.21,50.03,4338.29,268.85
79.0,47.11,82.79,36.48,199,1708,8329,21.07,59.87,3425.6,303.28
15.14,52.55,33.55,11.92,69,339,1662,13.24,40.4,102.38,262.19
44.23,95.76,69.22,41.15,150,819,5151,24.97,44.42,6.14,261.83
18.77,28.93,28.43,29.99,104,1219,3795,25.18,40.17,23.96,210.86
95.86,51.71,103.98,12.73,235,2500,11897,32.2,65.19,11191.9,342.83
83.61,47.55,122.0,9.97,219,1862,8500,22.95,61.22,3.15,318.47
92.96,55.51,110.78,6.66,215,1986,9271,23.9,69.07,47.92,430.38
98.37,95.0,133.94,31.75,212,2482,11118,27.96,63.82,3896.25,371.33
93.83,95.0,143.43,15.97,238,1661,7980,28.08,64.35,99.6,358.03
16.35,34.56,42.29,13.67,63,735,2594,11.02,36.42,8453.09,150.0
81.01,31.45,79.72,31.25,214,1083,6709,28.96,57.25,1.46,279.55
97.79,78.27,133.13,31.78,235,2045,10679,29.09,68.54,22.94,390.25
50.44,39.99,56.46,18.08,117,1067,4549,20.79,50.56,519.66,283.18
45.81,56.08,77.28,9.8,146,459,2656,23.04,53.49,1.19,243.01
8.97,30.66,24.92,12.49,27,162,1000,8.97,35.18,12433.34,197.3
10.04,5.15,24.48,9.51,20,100,1000,7.79,35.43,2.73,150.0
77.34,55.13,116.21,12.44,191,2184,8264,28.88,55.47,31.78,301.96
47.74,63.93,85.29,6.84,163,839,3393,23.77,43.63,1.15,333.17
8.13,50.01,34.29,23.99,96,432,1411,15.9,34.79,20.32,227.35
51.64,46.28,64.3,7.17,161,1735,7457,31.36,48.05,942.66,217.33
51.83,32.83,55.56,15.54,193,1935,8674,17.81,48.23,161.94,297.09
84.68,63.13,116.65,9.35,232,2500,11055,27.85,58.56,868.41,368.42
72.75,46.59,87.45,13.52,191,668,5260,22.45,55.58,5.01,318.98
13.72,5.0,20.0,7.45,28,437,2365,20.43,36.93,38.16,188.82
98.7,67.84,107.87,44.64,255,2423,11246,27.64,67.5,297.9,382.8
53.4,54.75,78.39,9.47,108,914,4633,19.03,54.02,750.24,251.36
5.0,24.6,20.0,5.0,41,262,1000,7.74,30.71,2063.1,181.63
47.58,47.17,70.42,12.54,116,776,4162,29.08,48.23,74.31,221.24
5.0,24.65,34.64,18.85,24,100,1000,13.46,33.64,4.23,160.5
43.11,34.87,62.04,25.96,164,1385,6299,15.51,43.65,3.91,291.07
11.67,42.67,27.98,19.22,38,134,1267,10.35,30.58,3539.97,195.33
15.58,37.2,29.71,8.37,101,890,3390,21.39,32.82,16.88,183.24
6.89,35.58,40.89,15.4,34,110,1000,9.48,32.43,391.94,209.61
22.49,14.23,24.73,7.52,98,574,1596,10.72,41.77,5008.33,196.29
20.8,45.25,49.84,13.9,49,525,2126,13.16,37.33,28.76,167.53
43.4,42.7,62.7,21.01,88,386,3282,23.14,41.7,2177.45,261.3
59.52,78.49,87.29,21.35,130,529,4010,20.56,56.32,695.17,297.73
98.45,87.18,125.0,5.56,229,2500,10840,29.71,65.82,6.95,385.09
46.45,23.47,47.59,12.52,133,1532,6490,15.88,49.44,63.28,295.9
51.88,47.71,77.84,12.19,108,435,3151,17.8,49.05,2088.76,285.74
15.48,8.74,28.35,7.27,76,740,2664,15.86,30.39,13049.39,200.58
5.0,53.01,65.69,17.34,56,336,1341,14.14,37.03,46.27,194.0
48.3,28.94,81.01,10.75,108,1194,5890,16.26,51.19,368.72,266.55
21.74,21.78,62.04,75.29,65,845,3730,10.9,41.49,13.14,215.5
9.75,20.19,32.31,28.13,66,827,3030,9.01,34.48,9.34,172.96
49.1,61.33,74.52,6.49,189,1297,6193,17.63,48.39,13054.26,240.99
95.89,91.53,126.21,38.13,218,1171,7325,30.44,66.78,100.52,396.73
53.62,64.92,69.08,23.56,154,1057,4655,20.51,49.88,2.12,285.26
41.29,23.34,54.85,9.53,109,676,4411,13.94,46.82,95.14,255.82
56.31,54.07,68.57,38.45,127,1341,5777,23.77,51.93,128.12,315.84
5.0,22.32,20.0,23.56,22,235,1270,9.56,33.07,2.09,191.27
52.27,46.08,67.76,45.65,139,1471,6968,17.7,45.05,194.5,292.42
92.58,37.68,108.5,15.56,220,1767,8964,22.44,62.12,1.09,381.77
92.96,63.32,108.32,30.47,231,1281,7421,24.28,61.77,1.06,352.39
78.64,63.51,93.72,7.4,180,1763,9072,23.54,55.0,17.67,329.44
98.02,58.74,144.47,10.54,211,1240,7185,26.78,68.16,448.89,387.09
91.44,67.21,103.54,9.15,252,2163,9504,26.1,63.64,146.58,336.78
6.75,30.56,42.22,13.97,26,164,1000,13.36,34.53,2098.79,178.89
48.85,33.51,68.97,50.9,136,1409,6518,15.97,47.24,65.33,267.53
25.86,24.87,73.59,14.44,116,403,2739,11.95,42.06,7.57,232.53
42.0,29.56,48.62,16.04,143,1413,6011,13.85,49.13,6.12,233.65
48.84,36.74,63.63,21.59,147,623,4703,16.99,45.69,5685.2,270.1
5.0,5.0,20.0,9.1,62,414,1654,6.22,31.95,4.45,177.34
44.33,26.98,54.56,5.31,119,349,2350,14.57,44.72,3534.78,218.88
76.52,51.12,138.0,33.11,179,1012,6786,22.45,57.54,1.31,296.01
98.82,47.65,113.46,20.56,246,2500,10680,26.28,66.61,210.83,422.53
83.85,66.63,95.93,5.0,261,2500,11626,27.7,67.4,212.33,317.16
98.61,83.58,121.73,15.52,243,2500,10837,31.45,72.92,57.6,419.48
75.22,41.0,87.96,32.43,148,672,5343,20.26,55.96,104.0,279.88
95.42,37.42,23.22,11.41,44,178,1000,11.32,44.13,709.83,292.4
5.0,5.0,20.0,5.66,28,100,1000,12.31,32.66,1155.55,208.37
14.69,13.18,22.38,32.52,45,245,1260,10.89,39.36,3.4,182.88
91.67,71.61,106.27,5.0,217,1418,8136,25.89,67.1,6034.4,396.74
14.35,49.52,57.37,24.24,63,246,1185,14.45,31.69,49.35,247.15
91.8,76.93,110.88,14.04,200,662,4894,26.55,65.09,12891.54,400.03
79.91,63.67,93.66,16.27,188,908,5786,34.15,60.42,2.0,317.64
18.91,10.87,34.73,19.26,58,461,2749,9.45,37.51,49.86,182.39
98.54,61.12,112.13,7.24,222,2317,10996,26.4,69.43,173.25,362.95
90.25,65.12,126.73,56.98,196,1741,9185,29.63,64.23,1.27,406.41
20.84,24.76,50.04,20.22,91,768,3170,12.64,34.22,1295.81,226.85
22.01,46.48,40.21,49.22,98,381,2116,13.47,40.64,99.36,224.02
12.26,30.24,26.85,27.54,88,434,1753,11.47,34.23,9073.36,226.91
82.37,66.39,126.61,14.55,219,1384,7323,22.7,54.2,13.86,293.41
78.93,57.5,89.93,15.6,204,879,6047,25.54,55.5,6099.95,308.81
16.8,35.17,34.77,7.88,77,533,2629,11.38,33.15,30.1,220.17
14.44,24.47,24.93,11.96,87,323,2229,14.59,31.36,140.46,227.35
52.21,37.35,62.1,8.95,131,334,3038,16.33,51.01,43.46,304.02
46.46,34.87,61.9,16.96,125,486,2771,18.52,41.23,181.26,230.84
7.41,45.34,25.3,25.94,71,100,1000,10.28,36.35,10814.76,179.58
39.75,40.79,49.07,27.06,108,1063,4595,20.99,43.54,2862.47,212.76
12.88,14.29,22.34,22.04,69,810,3348,8.16,34.1,11.92,189.48
57.41,66.41,83.62,37.33,107,1313,6288,19.58,51.95,3523.18,314.96
54.0,34.61,77.08,11.21,142,759,4340,20.3,50.11,3.73,301.65
5.0,31.89,34.79,29.63,28,305,1214,11.49,30.21,3172.15,217.31
17.26,48.98,72.13,11.66,61,633,2556,13.48,36.48,2.77,199.65
90.93,57.62,135.18,35.25,232,1193,7202,24.39,63.4,3.93,344.75
48.58,25.77,68.29,25.44,119,476,3455,19.3,52.86,5275.49,291.01
81.82,38.55,87.25,5.0,185,1191,7073,22.23,61.3,882.39,306.42
18.46,42.16,35.56,9.58,86,330,2063,11.82,43.7,73.67,220.9
13.78,32.56,76.73,18.75,20,117,1007,10.01,30.0,5371.47,153.61
56.61,29.01,77.53,7.76,181,1067,5397,17.14,53.42,1.01,240.84
74.75,41.55,81.19,21.61,182,1165,6937,24.88,56.61,184.85,272.59
45.24,52.42,60.55,7.58,169,745,4527,16.89,44.99,2.77,287.74
84.09,95.0,107.23,18.36,211,2025,9271,35.0,64.35,6.76,364.88
89.66,76.27,112.56,11.18,191,2043,9217,27.39,65.44,57.36,353.46
9.45,50.02,28.36,10.77,55,308,1284,14.99,32.64,617.07,256.51
47.66,72.89,96.7,17.45,137,876,4580,18.89,44.59,116.89,255.64
48.63,5.0,48.22,21.33,123,627,4096,15.5,52.47,2.26,294.7
85.27,65.69,95.64,41.34,221,1756,8700,25.69,62.97,87.27,324.09
82.44,57.66,101.51,16.15,189,1033,6426,23.28,60.07,3029.04,278.39
46.19,37.76,57.07,7.85,165,629,4803,18.48,44.81,23.46,252.09
12.78,48.5,35.64,11.24,55,221,1098,17.18,31.36,1.27,159.41
84.88,57.57,94.01,8.06,193,782,6475,22.38,61.16,17.64,359.03
83.5,70.92,96.85,12.16,159,828,5432,24.32,61.33,993.88,395.49
49.27,49.58,80.14,10.01,167,1224,6621,19.68,50.89,3384.58,265.71
21.21,38.5,43.1,19.56,72,425,2789,11.29,41.54,4.71,257.1
92.55,36.71,103.5,9.9,225,1489,8286,22.07,65.93,35.44,339.9
98.22,57.41,111.83,17.51,236,997,6438,27.01,67.27,64.4,349.53
47.17,65.61,79.23,10.14,149,1423,5654,19.05,49.48,12.35,280.32
95.05,62.94,118.9,11.2,245,1260,7724,24.7,68.28,1344.07,380.23
92.7,63.46,126.38,12.62,251,1597,7748,28.41,63.12,7826.99,335.25
5.0,5.0,23.25,13.67,29,229,1000,7.25,32.06,610.72,212.66
96.84,95.0,121.59,28.61,244,2401,11782,30.17,65.51,3.03,383.01
94.99,64.59,108.24,29.77,238,1743,8770,26.22,68.15,195.22,385.51
42.68,41.16,89.25,28.7,163,520,4396,20.96,85.74,3.84,257.09
35.33,55.41,52.68,24.72,142,1129,4378,16.24,42.95,1.15,195.79
7.44,5.0,56.65,18.02,45,330,1464,12.01,34.39,943.34,179.04
24.33,40.78,46.28,7.12,99,628,2970,14.2,34.07,232.66,260.1
93.53,44.99,110.44,21.38,259,989,6717,24.92,61.47,7636.31,375.63
86.68,78.57,131.72,11.14,205,882,5742,29.39,67.43,143.49,373.73
5.09,26.76,28.59,54.39,73,759,3119,9.63,30.0,9731.29,201.59
10.99,34.48,26.98,32.64,47,100,1000,9.54,33.84,12.26,225.16
46.82,41.91,80.99,9.89,137,982,5249,15.7,42.09,604.85,270.08
98.12,95.0,124.89,11.69,244,1473,8892,30.73,66.01,36.3,364.06
82.14,52.07,103.96,10.18,206,1961,8943,26.64,58.62,823.87,299.49
9.64,17.18,24.01,35.15,46,476,2429,9.87,35.44,45.51,201.7
69.83,54.25,88.07,15.18,169,927,6084,22.92,55.92,42.03,281.0
48.52,47.64,71.5,9.42,152,1692,7282,17.37,49.6,30.2,293.98
62.58,49.87,100.59,14.27,129,1113,5169,19.09,51.3,1.96,309.8
51.18,15.49,48.1,8.39,127,162,3592,16.6,41.91,3.58,226.6
10.3,22.48,41.54,15.54,60,643,1784,18.86,30.0,7724.07,255.81
45.93,49.74,60.11,7.49,125,1359,6534,18.52,48.31,519.68,316.17
7.65,10.2,21.7,15.01,20,192,1000,9.06,32.4,3.23,178.77
75.04,57.08,86.46,33.15,233,2500,11018,26.1,54.57,1.37,284.49
57.56,50.72,110.57,32.47,138,1077,5984,21.8,53.11,13.74,249.66
22.29,12.59,23.18,8.42,50,478,3021,14.28,34.07,475.94,210.65
12.68,27.42,61.91,9.58,51,597,1491,10.66,33.27,19.51,211.95
53.85,55.08,89.33,6.99,160,1894,8213,19.12,55.19,28.55,250.99
40.04,36.2,69.21,25.76,149,602,3856,16.99,46.36,9.66,231.61
95.5,61.82,106.83,23.75,272,2169,10514,29.21,67.68,228.02,338.82
8.07,28.32,69.52,10.6,48,505,1437,10.62,34.47,1580.8,184.11
5.29,5.0,37.77,27.42,30,108,1000,11.33,32.92,16.45,181.6
53.15,81.26,79.14,15.8,143,927,5009,21.7,52.15,157.72,325.78
53.9,35.32,58.83,24.38,147,1653,6782,18.89,53.16,27.76,237.88
10.51,20.39,30.36,7.83,30,100,1000,17.89,34.79,3.49,222.67
10.68,47.28,61.37,19.54,81,672,2509,11.78,41.07,14763.29,205.95
96.16,86.05,120.3,20.91,248,1090,7029,28.42,69.21,8.28,318.71
61.72,43.35,89.76,9.55,159,688,3809,25.06,52.88,271.15,289.61
87.55,71.31,106.82,21.6,216,2259,10423,25.25,59.14,1.61,329.19
97.63,74.38,115.58,18.24,298,2500,10680,25.78,63.81,10494.18,406.88
80.71,68.46,98.63,17.68,243,1594,7047,26.01,58.96,1.54,372.28
20.3,46.97,37.05,10.53,74,825,3245,17.27,41.69,130.43,251.62
81.5,57.66,108.35,22.07,193,1755,9335,22.21,58.89,5751.04,350.73
53.08,76.69,76.66,9.11,118,1038,6219,22.86,48.76,15.85,230.95
49.84,52.44,76.68,12.36,139,1148,5993,18.45,46.49,1.05,275.1
82.87,63.82,100.29,8.0,204,2261,9566,27.66,62.9,1620.94,363.88
50.42,38.89,60.16,16.4,159,1820,7409,21.69,43.22,7.58,295.69
12.31,15.06,59.9,5.0,55,492,2612,8.94,30.0,212.75,195.42
88.38,58.51,97.14,37.37,260,2500,11225,24.08,64.1,1.31,383.17
17.44,44.21,33.75,5.38,106,1135,4091,17.31,31.13,11.61,193.69
45.99,43.82,76.4,18.38,138,343,2906,17.9,46.88,6040.72,245.92
96.59,16.83,21.49,15.97,49,350,2461,12.41,43.72,536.0,341.21
96.8,72.26,133.21,48.35,233,2032,9885,25.32,70.06,18.4,355.59
6.03,12.33,20.0,15.66,41,459,1233,9.54,34.71,6966.7,263.89
7.65,5.0,20.0,13.91,36,100,1000,6.75,31.46,10557.17,194.91
8.58,50.08,46.22,17.42,35,100,1213,14.1,30.0,1138.75,196.98
32.69,15.98,40.89,15.06,98,894,3361,11.54,37.69,1.63,254.52
75.57,60.58,84.95,10.7,205,1934,9396,21.68,57.77,155.43,325.31
87.82,59.2,97.35,5.48,218,1201,7131,24.72,57.64,885.49,373.44
57.01,50.95,70.98,27.75,159,1916,8097,17.68,51.52,19.92,286.01
96.79,49.6,109.48,11.32,244,2500,11003,23.58,69.5,89.42,348.99
6.8,12.94,20.0,9.39,41,221,1032,12.6,31.78,109.45,159.95
14.78,20.67,62.46,26.35,33,156,1294,10.73,32.37,33.5,219.04
97.87,59.97,159.56,7.06,214,1217,7452,26.14,67.98,186.3,407.04
44.99,18.08,49.99,20.26,121,516,3067,15.42,44.37,6229.0,291.36
12.63,11.47,61.93,15.4,24,155,1240,8.47,30.73,1410.48,182.73
42.73,46.32,69.44,5.0,106,931,4237,18.15,50.41,371.37,234.26
23.58,27.17,34.85,5.34,107,1177,4507,17.14,38.37,2.67,240.42
58.54,70.46,82.35,12.13,143,1678,7331,22.32,50.85,125.76,288.39
94.57,55.26,115.93,51.91,231,2493,10956,28.65,72.59,36.36,354.72
50.22,55.6,64.39,16.08,158,1205,6350,17.29,48.4,64.97,283.18
19.04,50.88,69.66,17.0,55,483,1493,13.04,38.39,2608.37,253.88
48.0,41.02,90.01,14.62,127,1114,5882,18.58,48.51,5235.04,315.09
89.91,72.16,118.78,12.35,247,2340,10694,28.03,61.15,2127.49,355.09
5.46,49.25,29.11,26.98,29,211,1288,16.45,34.43,17.77,183.79
47.69,44.4,57.95,7.81,148,1516,6677,17.5,51.06,7119.22,270.03
18.7,5.0,23.77,21.0,65,707,3039,8.94,36.36,127.08,201.58
99.28,87.31,129.21,7.4,247,1172,7147,27.22,63.2,35.61,366.4
89.99,72.52,113.02,11.7,242,1089,5943,25.12,64.03,9102.1,325.51
78.78,66.17,95.82,13.26,208,1284,7667,22.85,58.61,4620.28,305.43
47.09,60.78,79.06,48.09,102,1071,3882,18.79,48.01,2.24,249.74
70.81,38.5,105.76,17.46,148,425,5006,19.84,60.2,41.27,321.34
